dtstart,dtend,uid,salle,Matiere,Enseignants,Type,Memo,Formation
2023-09-25T06:00:00Z,2023-09-25T17:00:00Z,Cours-2543-14-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-02T06:00:00Z,2023-10-02T17:00:00Z,Cours-2543-15-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-23T06:00:00Z,2023-10-23T17:00:00Z,Cours-2543-18-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-30T07:00:00Z,2023-10-30T18:00:00Z,Cours-2543-19-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-20T07:00:00Z,2023-11-20T18:00:00Z,Cours-2543-22-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-27T07:00:00Z,2023-11-27T18:00:00Z,Cours-2543-23-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-15T07:00:00Z,2024-01-15T18:00:00Z,Cours-2543-30-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-22T07:00:00Z,2024-01-22T18:00:00Z,Cours-2543-31-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-19T07:00:00Z,2024-02-19T18:00:00Z,Cours-2543-35-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-26T07:00:00Z,2024-02-26T18:00:00Z,Cours-2543-36-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-03-25T07:00:00Z,2024-03-25T18:00:00Z,Cours-2543-40-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-22T06:00:00Z,2024-04-22T17:00:00Z,Cours-2543-44-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-29T06:00:00Z,2024-04-29T17:00:00Z,Cours-2543-45-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-06T06:00:00Z,2024-05-06T17:00:00Z,Cours-2543-46-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-27T06:00:00Z,2024-05-27T17:00:00Z,Cours-2543-49-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-03T06:00:00Z,2024-06-03T17:00:00Z,Cours-2543-50-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-10T06:00:00Z,2024-06-10T17:00:00Z,Cours-2543-51-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-17T06:00:00Z,2024-06-17T17:00:00Z,Cours-2543-52-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-24T06:00:00Z,2024-06-24T17:00:00Z,Cours-2543-53-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-07-01T06:00:00Z,2024-07-01T17:00:00Z,Cours-2543-54-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-09-26T06:00:00Z,2023-09-26T17:00:00Z,Cours-2548-14-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-03T06:00:00Z,2023-10-03T17:00:00Z,Cours-2548-15-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-24T06:00:00Z,2023-10-24T17:00:00Z,Cours-2548-18-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-31T07:00:00Z,2023-10-31T18:00:00Z,Cours-2548-19-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-21T07:00:00Z,2023-11-21T18:00:00Z,Cours-2548-22-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-28T07:00:00Z,2023-11-28T18:00:00Z,Cours-2548-23-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-12-26T07:00:00Z,2023-12-26T18:00:00Z,Cours-2548-27-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-02T07:00:00Z,2024-01-02T18:00:00Z,Cours-2548-28-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-16T07:00:00Z,2024-01-16T18:00:00Z,Cours-2548-30-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-23T07:00:00Z,2024-01-23T18:00:00Z,Cours-2548-31-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-20T07:00:00Z,2024-02-20T18:00:00Z,Cours-2548-35-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-27T07:00:00Z,2024-02-27T18:00:00Z,Cours-2548-36-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-03-26T07:00:00Z,2024-03-26T18:00:00Z,Cours-2548-40-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-02T06:00:00Z,2024-04-02T17:00:00Z,Cours-2548-41-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-23T06:00:00Z,2024-04-23T17:00:00Z,Cours-2548-44-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-30T06:00:00Z,2024-04-30T17:00:00Z,Cours-2548-45-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-07T06:00:00Z,2024-05-07T17:00:00Z,Cours-2548-46-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-21T06:00:00Z,2024-05-21T17:00:00Z,Cours-2548-48-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-28T06:00:00Z,2024-05-28T17:00:00Z,Cours-2548-49-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-04T06:00:00Z,2024-06-04T17:00:00Z,Cours-2548-50-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-11T06:00:00Z,2024-06-11T17:00:00Z,Cours-2548-51-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-18T06:00:00Z,2024-06-18T17:00:00Z,Cours-2548-52-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-25T06:00:00Z,2024-06-25T17:00:00Z,Cours-2548-53-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-07-02T06:00:00Z,2024-07-02T17:00:00Z,Cours-2548-54-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-09-28T06:00:00Z,2023-09-28T17:00:00Z,Cours-2552-14-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-05T06:00:00Z,2023-10-05T17:00:00Z,Cours-2552-15-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-26T06:00:00Z,2023-10-26T17:00:00Z,Cours-2552-18-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-23T07:00:00Z,2023-11-23T18:00:00Z,Cours-2552-22-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-30T07:00:00Z,2023-11-30T18:00:00Z,Cours-2552-23-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-12-28T07:00:00Z,2023-12-28T18:00:00Z,Cours-2552-27-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-04T07:00:00Z,2024-01-04T18:00:00Z,Cours-2552-28-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-18T07:00:00Z,2024-01-18T18:00:00Z,Cours-2552-30-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-25T07:00:00Z,2024-01-25T18:00:00Z,Cours-2552-31-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-22T07:00:00Z,2024-02-22T18:00:00Z,Cours-2552-35-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-29T07:00:00Z,2024-02-29T18:00:00Z,Cours-2552-36-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-03-28T07:00:00Z,2024-03-28T18:00:00Z,Cours-2552-40-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-04T06:00:00Z,2024-04-04T17:00:00Z,Cours-2552-41-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-25T06:00:00Z,2024-04-25T17:00:00Z,Cours-2552-44-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-23T06:00:00Z,2024-05-23T17:00:00Z,Cours-2552-48-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-30T06:00:00Z,2024-05-30T17:00:00Z,Cours-2552-49-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-06T06:00:00Z,2024-06-06T17:00:00Z,Cours-2552-50-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-13T06:00:00Z,2024-06-13T17:00:00Z,Cours-2552-51-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-20T06:00:00Z,2024-06-20T17:00:00Z,Cours-2552-52-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-27T06:00:00Z,2024-06-27T17:00:00Z,Cours-2552-53-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-07-04T06:00:00Z,2024-07-04T17:00:00Z,Cours-2552-54-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-09-29T06:00:00Z,2023-09-29T17:00:00Z,Cours-2553-14-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-06T06:00:00Z,2023-10-06T17:00:00Z,Cours-2553-15-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-27T06:00:00Z,2023-10-27T17:00:00Z,Cours-2553-18-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-24T07:00:00Z,2023-11-24T18:00:00Z,Cours-2553-22-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-12-01T07:00:00Z,2023-12-01T18:00:00Z,Cours-2553-23-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-12-29T07:00:00Z,2023-12-29T18:00:00Z,Cours-2553-27-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-05T07:00:00Z,2024-01-05T18:00:00Z,Cours-2553-28-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-19T07:00:00Z,2024-01-19T18:00:00Z,Cours-2553-30-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-26T07:00:00Z,2024-01-26T18:00:00Z,Cours-2553-31-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-23T07:00:00Z,2024-02-23T18:00:00Z,Cours-2553-35-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-03-01T07:00:00Z,2024-03-01T18:00:00Z,Cours-2553-36-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-03-29T07:00:00Z,2024-03-29T18:00:00Z,Cours-2553-40-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-05T06:00:00Z,2024-04-05T17:00:00Z,Cours-2553-41-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-26T06:00:00Z,2024-04-26T17:00:00Z,Cours-2553-44-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-24T06:00:00Z,2024-05-24T17:00:00Z,Cours-2553-48-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-31T06:00:00Z,2024-05-31T17:00:00Z,Cours-2553-49-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-07T06:00:00Z,2024-06-07T17:00:00Z,Cours-2553-50-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-14T06:00:00Z,2024-06-14T17:00:00Z,Cours-2553-51-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-21T06:00:00Z,2024-06-21T17:00:00Z,Cours-2553-52-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-28T06:00:00Z,2024-06-28T17:00:00Z,Cours-2553-53-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-07-05T06:00:00Z,2024-07-05T17:00:00Z,Cours-2553-54-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-01T06:00:00Z,2024-04-01T17:00:00Z,Cours-2572-41-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-09-27T06:00:00Z,2023-09-27T17:00:00Z,Cours-2579-14-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-04T06:00:00Z,2023-10-04T17:00:00Z,Cours-2579-15-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-10-25T06:00:00Z,2023-10-25T17:00:00Z,Cours-2579-18-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-01T07:00:00Z,2023-11-01T18:00:00Z,Cours-2579-19-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-22T07:00:00Z,2023-11-22T18:00:00Z,Cours-2579-22-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-11-29T07:00:00Z,2023-11-29T18:00:00Z,Cours-2579-23-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-12-27T07:00:00Z,2023-12-27T18:00:00Z,Cours-2579-27-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-03T07:00:00Z,2024-01-03T18:00:00Z,Cours-2579-28-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-17T07:00:00Z,2024-01-17T18:00:00Z,Cours-2579-30-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-01-24T07:00:00Z,2024-01-24T18:00:00Z,Cours-2579-31-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-21T07:00:00Z,2024-02-21T18:00:00Z,Cours-2579-35-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-02-28T07:00:00Z,2024-02-28T18:00:00Z,Cours-2579-36-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-03-27T07:00:00Z,2024-03-27T18:00:00Z,Cours-2579-40-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-03T06:00:00Z,2024-04-03T17:00:00Z,Cours-2579-41-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-04-24T06:00:00Z,2024-04-24T17:00:00Z,Cours-2579-44-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-22T06:00:00Z,2024-05-22T17:00:00Z,Cours-2579-48-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-29T06:00:00Z,2024-05-29T17:00:00Z,Cours-2579-49-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-05T06:00:00Z,2024-06-05T17:00:00Z,Cours-2579-50-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-12T06:00:00Z,2024-06-12T17:00:00Z,Cours-2579-51-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-19T06:00:00Z,2024-06-19T17:00:00Z,Cours-2579-52-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-06-26T06:00:00Z,2024-06-26T17:00:00Z,Cours-2579-53-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-07-03T06:00:00Z,2024-07-03T17:00:00Z,Cours-2579-54-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2024-05-20T06:00:00Z,2024-05-20T17:00:00Z,Cours-2580-48-M1-IA-IL-ALT-Index-Education,,Reservation de salles,,,entreprise,AI-ALT
2023-09-11T07:00:00Z,2023-09-11T08:00:00Z,Cours-2644-12-M1-IA-IL-ALT-Index-Education,Amphi Ada,Reservation de salles,FREDOUILLE Corinne,,reunion de rentree des alternants,AI-ALT
2023-10-18T11:00:00Z,2023-10-18T12:30:00Z,Cours-5126-17-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-09-19T09:30:00Z,2023-09-19T11:00:00Z,Cours-5129-13-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-10-12T12:30:00Z,2023-10-12T14:00:00Z,Cours-5130-16-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-11-06T07:30:00Z,2023-11-06T09:00:00Z,Cours-5143-20-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-11-13T07:30:00Z,2023-11-13T09:00:00Z,Cours-5147-21-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-12-06T07:30:00Z,2023-12-06T09:00:00Z,Cours-5151-24-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-12-11T07:30:00Z,2023-12-11T09:00:00Z,Cours-5155-25-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2024-01-08T07:30:00Z,2024-01-08T09:00:00Z,Cours-5163-29-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,TP,,AI-ALT
2023-11-17T07:30:00Z,2023-11-17T09:00:00Z,Cours-5232-21-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,Evaluation,,AI-ALT
2024-01-12T15:00:00Z,2024-01-12T16:30:00Z,Cours-5239-29-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,Evaluation,,AI-ALT
2023-09-21T08:00:00Z,2023-09-21T11:00:00Z,Cours-5241-13-M1-IA-IL-ALT-Index-Education,Amphi Ada,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,CM,,AI-ALT
2023-09-15T08:00:00Z,2023-09-15T11:00:00Z,Cours-5243-12-M1-IA-IL-ALT-Index-Education,S5 = C 024,UCE 2 MANAGEMENT PAR LES PROC,PUY CAZCARRA Emmanuel,CM,,AI-ALT
2023-12-12T13:30:00Z,2023-12-12T15:00:00Z,Cours-5246-25-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,CM,,AI-ALT
2023-11-06T15:00:00Z,2023-11-06T18:00:00Z,Cours-5248-20-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 2 MANAGEMENT PAR LES PROC,PUY CAZCARRA Emmanuel,CM,,AI-ALT
2023-11-16T10:30:00Z,2023-11-16T12:00:00Z,Cours-5262-21-M1-IA-IL-ALT-Index-Education,Amphi Ada,UCE 2 MANAGEMENT PAR LES PROC,PUY CAZCARRA Emmanuel,CM,,AI-ALT
2023-12-07T09:00:00Z,2023-12-07T12:00:00Z,Cours-5265-24-M1-IA-IL-ALT-Index-Education,Amphi Ada,UCE 2 MANAGEMENT PAR LES PROC,PUY CAZCARRA Emmanuel,CM,,AI-ALT
2023-12-12T09:00:00Z,2023-12-12T12:00:00Z,Cours-5271-25-M1-IA-IL-ALT-Index-Education,Amphi Ada,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,CM,,AI-ALT
2024-01-10T12:00:00Z,2024-01-10T13:30:00Z,Cours-5278-29-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 2 MANAGEMENT PAR LES PROC,"MARTIN Yannis, PUY CAZCARRA Emmanuel",Evaluation,,AI-ALT
2023-09-14T11:00:00Z,2023-09-14T14:00:00Z,Cours-5302-12-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 3 GESTION DE PROJET,COSTA Jean-pierre,CM,,AI-ALT
2023-09-14T14:00:00Z,2023-09-14T17:00:00Z,Cours-5304-12-M1-IA-IL-ALT-Index-Education,Amphi Blaise,UCE 3 GESTION DE PROJET,COSTA Jean-pierre,CM,,AI-ALT
2023-11-08T13:30:00Z,2023-11-08T16:30:00Z,Cours-5351-20-M1-IA-IL-ALT-Index-Education,S3 = C 036,UCE 3 GESTION DE PROJET,COSTA Jean-pierre,TD,,AI-ALT
2023-10-18T14:00:00Z,2023-10-18T17:00:00Z,Cours-5399-17-M1-IA-IL-ALT-Index-Education,Stat 4 = Info - C 131,UCE 4 APPLICATION DE MSI,MARTIN Yannis,TP,,AI-ALT
2023-11-16T13:30:00Z,2023-11-16T16:30:00Z,Cours-5402-21-M1-IA-IL-ALT-Index-Education,Stat 7 = Info - C 128,UCE 4 APPLICATION DE MSI,MARTIN Yannis,TP,,AI-ALT
2023-10-19T06:30:00Z,2023-10-19T09:30:00Z,Cours-5405-17-M1-IA-IL-ALT-Index-Education,Stat 2 = Info - C 136,UCE 4 APPLICATION DE MSI,MARTIN Yannis,TP,,AI-ALT
2023-09-13T14:00:00Z,2023-09-13T15:30:00Z,Cours-5407-12-M1-IA-IL-ALT-Index-Education,Amphi Ada,UCE 1 DESIGN PATTERN AVANCE,NABITZ Sophie,CM,,AI-ALT
